segment,dts_median,dts_mean,dts_p25,dts_p75,sell_through_30d_pct,sold_30d_count,total_sold,total_items,price_p25,price_p50,price_p75,price_mean,avg_discount_pct,median_discount_pct,liquidity_score,liquidity_grade
Brand: boutique bohémienne,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,37.0,37.0,37.0,37.0,0.0,0.0,98.32913618016975,A
Brand: bpc bonprix collection,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,2,2,4,4.025,6.5,12.25,9.775,0.0,0.0,98.32913618016975,A
Brand: caftan,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,179.0,179.0,179.0,179.0,0.0,0.0,98.32913618016975,A
Brand: california,,,,,0.0,0,0,1,22.0,22.0,22.0,22.0,,,,
Brand: carta libera,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: charlior,,,,,0.0,0,0,1,16.0,16.0,16.0,16.0,,,,
Brand: chokena,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,59.0,59.0,59.0,59.0,0.0,0.0,98.32913618016975,A
Brand: christy,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,2.0,2.0,2.0,2.0,0.0,0.0,98.32913618016975,A
Brand: clothes boutik,,,,,0.0,0,0,7,25.99,25.99,25.99,25.990000000000002,,,,
Brand: creation L,,,,,0.0,0,0,1,2.0,2.0,2.0,2.0,,,,
Brand: crochentta,,,,,0.0,0,0,1,26.0,26.0,26.0,26.0,,,,
Brand: d'cero,,,,,0.0,0,0,1,11.0,11.0,11.0,11.0,,,,
Brand: delay,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: d´Auvry,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.0,6.0,6.0,6.0,0.0,0.0,98.32913618016975,A
Brand: elisabetta villa,,,,,0.0,0,0,1,25.0,25.0,25.0,25.0,,,,
Brand: emo.i,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,3.0,3.0,3.0,3.0,0.0,0.0,98.32913618016975,A
Brand: empi,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,25.0,25.0,25.0,25.0,0.0,0.0,98.32913618016975,A
Brand: esperance paris,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: ever.me,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,12.75,13.5,14.25,13.5,0.0,0.0,98.32913618016975,A
Brand: eye spy,,,,,0.0,0,0,1,4.0,4.0,4.0,4.0,,,,
Brand: fashion srl,,,,,0.0,0,0,1,3.5,3.5,3.5,3.5,,,,
Brand: femily,,,,,0.0,0,0,1,100.0,100.0,100.0,100.0,,,,
Brand: geen,,,,,0.0,0,0,2,8.125,8.75,9.375,8.75,,,,
Brand: haoyu hardware,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,25.0,25.0,25.0,25.0,0.0,0.0,98.32913618016975,A
Brand: happy hippie,,,,,0.0,0,0,1,3.0,3.0,3.0,3.0,,,,
Brand: iEFiEL,,,,,0.0,0,0,1,8.0,8.0,8.0,8.0,,,,
Brand: ici et maintenant,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,3.0,3.0,3.0,3.0,0.0,0.0,98.32913618016975,A
Brand: idem,,,,,0.0,0,0,1,15.0,15.0,15.0,15.0,,,,
Brand: inconnue,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,4.0,4.0,4.0,4.0,0.0,0.0,98.32913618016975,A
Brand: it Hippie,,,,,0.0,0,0,2,5.25,6.5,7.75,6.5,,,,
Brand: jbsmode,,,,,0.0,0,0,1,28.0,28.0,28.0,28.0,,,,
Brand: katara.eu,,,,,0.0,0,0,1,35.0,35.0,35.0,35.0,,,,
Brand: khujo,,,,,0.0,0,0,1,45.0,45.0,45.0,45.0,,,,
Brand: komyl,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,59.0,59.0,59.0,59.0,0.0,0.0,98.32913618016975,A
Brand: kumar,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,1.8,1.8,1.8,1.8,0.0,0.0,98.32913618016975,A
Brand: lalamoda,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: le gatte jeans,,,,,0.0,0,0,1,40.0,40.0,40.0,40.0,,,,
Brand: le mien,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,2,2,2,31.25,43.5,55.75,43.5,0.0,0.0,98.32913618016975,A
Brand: leopardato,,,,,0.0,0,0,1,10.0,10.0,10.0,10.0,,,,
Brand: lunares,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,16.0,16.0,16.0,16.0,0.0,0.0,98.32913618016975,A
Brand: made in France,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,11.0,13.0,15.0,13.0,0.0,0.0,98.32913618016975,A
Brand: made in Pakistan,,,,,0.0,0,0,1,19.0,19.0,19.0,19.0,,,,
Brand: maison père,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,15.0,15.0,15.0,15.0,0.0,0.0,98.32913618016975,A
Brand: maraislise,,,,,0.0,0,0,1,8.9,8.9,8.9,8.9,,,,
Brand: margueritta,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,6.0,6.0,6.0,6.0,0.0,0.0,98.32913618016975,A
Brand: may&CO,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,3.0,3.0,3.0,3.0,0.0,0.0,98.32913618016975,A
Brand: merkloos,,,,,0.0,0,0,3,5.0,5.0,10.0,8.333333333333334,,,,
Brand: miss miss,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,9.25,12.5,15.75,12.5,0.0,0.0,98.32913618016975,A
Brand: missacc,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,110.0,110.0,110.0,110.0,0.0,0.0,98.32913618016975,A
Brand: motivi,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,25.0,1,1,4,8.7475,11.0,13.0,10.7475,0.0,0.0,73.32913618016975,B
Brand: my ljne,,,,,0.0,0,0,1,19.0,19.0,19.0,19.0,,,,
Brand: nana baila,,,,,0.0,0,0,1,4.0,4.0,4.0,4.0,,,,
Brand: no brand,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,33.33333333333333,1,1,3,6.0,7.0,8.0,7.0,0.0,0.0,81.66246951350308,A
Brand: no se,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,10.0,10.0,10.0,10.0,0.0,0.0,98.32913618016975,A
Brand: onbekend,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,20.0,1,1,5,5.0,5.0,5.0,5.7,0.0,0.0,68.32913618016975,B
Brand: ozmenler,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: paprika,1.0025182918981481,1.0025182918981483,1.0025182918981481,1.0025182918981481,75.0,6,6,8,28.75,37.0,40.5,31.625,0.0,0.0,98.32913618016975,A
Brand: pas de marque,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,2,2,4,5.75,7.5,10.25,8.5,0.0,0.0,98.32913618016975,A
Brand: pienpino,,,,,0.0,0,0,1,30.0,30.0,30.0,30.0,,,,
Brand: port lavande,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,20.0,20.0,20.0,20.0,0.0,0.0,98.32913618016975,A
Brand: sandwich,,,,,0.0,0,0,1,7.0,7.0,7.0,7.0,,,,
Brand: sans,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,29.25,54.5,79.75,54.5,0.0,0.0,98.32913618016975,A
Brand: sans marque,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,80.0,4,4,5,4.0,10.0,13.0,9.1,0.0,0.0,98.32913618016975,A
Brand: sansnom.,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,57.14285714285714,4,4,7,3.5,5.0,7.5,7.857142857142857,0.0,0.0,98.32913618016975,A
Brand: sartoriale,,,,,0.0,0,0,1,14.0,14.0,14.0,14.0,,,,
Brand: scalpers,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,40.0,40.0,40.0,40.0,0.0,0.0,98.32913618016975,A
Brand: signe nature,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,12.0,12.0,12.0,12.0,0.0,0.0,98.32913618016975,A
Brand: simplee,,,,,0.0,0,0,2,12.75,13.5,14.25,13.5,,,,
Brand: sin marca,,,,,0.0,0,0,1,6.0,6.0,6.0,6.0,,,,
Brand: smash,,,,,0.0,0,0,1,8.0,8.0,8.0,8.0,,,,
Brand: smashed-lemon,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,50.0,1,1,2,9.375,13.75,18.125,13.75,0.0,0.0,98.32913618016975,A
Brand: soeur,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,40.0,2,2,5,42.0,104.0,140.0,94.8,0.0,0.0,88.32913618016975,A
Brand: sophie paris,,,,,0.0,0,0,1,20.0,20.0,20.0,20.0,,,,
Brand: suncoo,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,66.66666666666666,2,2,3,5.0,7.0,13.5,10.0,0.0,0.0,98.32913618016975,A
Brand: sunset and moon,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,45.95,45.95,45.95,45.95,0.0,0.0,98.32913618016975,A
Brand: symphony venus,,,,,0.0,0,0,1,100.0,100.0,100.0,100.0,,,,
Brand: talco,,,,,0.0,0,0,1,3.5,3.5,3.5,3.5,,,,
Brand: temu,,,,,0.0,0,0,1,5.0,5.0,5.0,5.0,,,,
Brand: tienda alternativa,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,3,3,3,5.5,7.0,8.0,6.666666666666667,0.0,0.0,98.32913618016975,A
Brand: toleen,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,35.0,35.0,35.0,35.0,0.0,0.0,98.32913618016975,A
Brand: tropical group,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,5.0,5.0,5.0,5.0,0.0,0.0,98.32913618016975,A
Brand: xekeway,1.0025182918981481,1.0025182918981481,1.0025182918981481,1.0025182918981481,100.0,1,1,1,39.0,39.0,39.0,39.0,0.0,0.0,98.32913618016975,A
Brand: zelfgemaakt,,,,,0.0,0,0,2,15.0,15.0,15.0,15.0,,,,
Category: Dress,2.6200112977546297,3.141743619408286,1.3213215550231483,3.9996925851851852,86.08116202455825,11497,11497,13356,5.0,9.0,15.0,12.392583108715185,8.498442551931493,12.5,95.63331450374228,A
Category: Jeans,3.9996925851851852,4.373969202819798,2.6200112977546297,6.937032156261574,100.0,3142,3142,3142,12.0,19.0,26.95,21.882488860598343,14.130533313865557,16.666666666666664,93.33384569135802,A
Category: Sneakers,3.2377156550231483,3.4335335321064657,1.6618661027893518,3.9996925851851852,100.0,5081,5081,5081,25.0,45.0,60.0,46.03310568785672,7.111068964069518,10.0,94.60380724162809,A
Category: T-shirt,4.957797264236111,5.197805009827471,3.2377156550231483,6.937032156261574,100.0,2297,2297,2297,2.0,3.8,5.0,4.39638223770135,8.325835235671509,16.666666666666664,91.73700455960648,A
